id,instrumentType,class,name@de,shortName@de,securityId,nominalCurrency,denomination,nominalAmount,issuerId,riskClass,payFreqPeriod,ultimateIssuer,outstandingShares,riskless,interestType,isCallable,maturityDate,lastCouponDate,duration,actInterestRate,contractSize,instrumentAmount,exercisePrice,exercisePriceCurr,repayPrice,repayPriceNotationType,repayPriceFactor,underlyingId,underlyingIds,isin,valorenNr,return,assetTotalAmount,vl_branche_cd,riskCurrency,rating,fondsTyp,titelDomizilCode,mainTradingPlace,factsheetURL,yourMoneyURL,rend_last,duration_last,pf_aal_segm_lnr,listTyp,vl_einsc_privan_cd,keType,szkbTopPick,lieferstelleNorwegen,tickerSymbol,reguDocEuURL,reguDocNonEuURL,szkbTopPickQualification@de,szkbTopPickQualDate,esg_rating,esg_rating_label,anlageuniversum
80720755733985,1,simpleBond,5.875 Diageo Capital PLC 06-36,5.875 Diageo Capital PLC 06-36,2726271,USD,1000.0,,Diageo Capital,,P6M,,,false,fixedinterest,false,2036-09-30,2025-03-30,8.5400828259,5.875,,,,,100.0,percentageprice,0.01,,,US25243YAH27,2726271,,,1900,USD,A-,,402,186,,,5.1954775096,8.1182984555,54055068979593,,,60641431481455,,false,DEO.HU,,,,,930,930,
74212943949305,1,simpleBond,1.15 Royal Bank of Canada 21-26,1.15 Royal Bank of Canada 21-26,112572552,USD,1000.0,,RBC Toronto,,P6M,,,false,fixedinterest,false,2026-07-14,2025-01-14,1.1967876357,1.15,,,,,100.0,percentageprice,0.01,,,US78016EZT71,112572552,,,1900,USD,A,,184,186,,,4.1446258794,1.1491592827,54055068979593,3,,60641431481455,,false,RY5217762,,,,,920,920,8
82447686936933,1,simpleBond,1 Commerzbank AG 19-26,1 Commerzbank AG 19-26,46642189,EUR,1000.0,,Commerzbank,,P1Y,,,false,fixedinterest,false,2026-03-04,2025-03-04,0.8438356164,1.0,,,,,100.0,percentageprice,0.01,,,DE000CZ40NS9,46642189,,,1900,EUR,A,,44,186,,,2.2196496426,0.8255121391,54055068579565,3,,60641431481455,,false,,,,,,920,920,8
75940982568988,1,simpleBond,2.3 Oracle Corp 21-28,2.3 Oracle Corp 21-28,110707353,USD,1000.0,,Oracle,,P6M,,,false,fixedinterest,false,2028-03-25,2025-03-25,2.8157840545,2.3,,,,,100.0,percentageprice,0.01,,,US68389XCD57,110707353,,,2000,USD,BBB,,333,186,,,4.3773464835,2.6976965303,54055068979593,,,60641431481455,,false,ORCL5153810,,,,,920,920,
72192942807678,1,simpleBond,0.375 NRW.BANK 19-29,0.375 NRW.BANK 19-29,47883517,EUR,1000.0,,NRW.BANK,,P1Y,,,false,fixedinterest,false,2029-05-16,2024-05-16,4.0071399008,0.375,,,,,100.0,percentageprice,0.01,,,DE000NWB0659,47883517,,,1900,EUR,AA,,44,186,,,2.3442615964,3.9153537661,54055068579565,3,,60641431481455,,false,,,,,,920,920,8
69004877009313,1,simpleBond,1.5 TEMENOS AG 19-25,1.5 TEMENOS AG 19-25,50878574,CHF,5000.0,,TEMENOS,,P1Y,,,false,fixedinterest,false,2025-11-28,2024-11-28,0.5777777777,1.5,,,,,100.0,percentageprice,0.01,,,CH0508785745,50878574,,,2000,CHF,No Rating,,1,4,,,1.845314897,0.5673091377,53389764593152,,,60641431481455,,false,TEM19,,,,,920,920,
83441533417866,1,simpleBond,2.345 Banco Santander SA 24-31,2.345 Banco Santander SA 24-31,135920338,CHF,100000.0,,Banco Santander,,P1Y,,,false,fixedinterest,false,2031-07-03,2024-07-03,5.7294620008,2.345,,,,,100.0,percentageprice,0.01,,,CH1359203382,135920338,,,1900,CHF,A,,310,186,,,1.3344010705,5.6540147672,53389765193157,3,,60641431481455,,false,,,,,,920,920,8
79882446318106,1,simpleBond,2.9 Republik Österreich 23-33,2.9 Republik Österreich 23-33,124210753,EUR,1000.0,,Oesterreich,,P1Y,,,false,fixedinterest,false,2033-02-20,2025-02-20,7.0772043262,2.9,,,,,100.0,percentageprice,0.01,,,AT0000A324S8,124210753,,,1150,EUR,AA+,,92,186,,,2.6787832857,6.8925673832,54055068579565,3,,60641431481455,,false,,,,,,920,920,8
81262429054274,1,simpleBond,2.1125 Raiffeisen Schweiz 23-28,2.1125 Raiffeisen Schweiz 23-28,127100794,CHF,5000.0,,Raiffeisen Schweiz,,P1Y,,,false,fixedinterest,false,2028-09-28,2024-09-28,3.2923448767,2.1125,,,,,100.0,percentageprice,0.01,,,CH1271007945,127100794,,,1900,CHF,AA,,1,4,,,0.7268393399,3.2685874969,53389764593152,3,,60641431481455,,false,RAI236,,,,,920,920,8
79649028690750,1,simpleBond,2.632 Sumitomo Mitsui Fi Group Inc 16-26,2.632 Sumitomo Mitsui Fi Group Inc 16-26,33231683,USD,1000.0,,S'tomo Mitsui Finl,,P6M,,,false,fixedinterest,false,2026-07-14,2025-01-14,1.1858948207,2.632,,,,,100.0,percentageprice,0.01,,,US86562MAF77,33231683,,,1900,USD,A-,,534,186,,,4.3481968939,1.136478498,54055068979593,3,,60641431481455,,false,SMFG4381273,,,,,930,930,8
76686097023565,1,simpleBond,1.375 New York Life Global Funding 22-28,1.375 New York Life Global Funding 22-28,117953498,CHF,5000.0,,NY Life Glb Fdg,,P1Y,,,false,fixedinterest,false,2028-05-04,2024-05-04,2.9317280851,1.375,,,,,100.0,percentageprice,0.01,,,CH1179534982,117953498,,,1900,CHF,AAA,,333,4,,,0.6681990559,2.9122683356,53389765193157,,,60641431481455,,false,NYG22,,,,,930,930,
84927629904381,2,simpleBond,5.75 ABS Securitisation SA 24-26,5.75 ABS Securitisation SA 24-26,139218289,CHF,1000.0,,ABS Sec,,P3M,,,false,fixedinterest,false,2026-12-20,2025-03-20,1.5662233481,5.75,,,,,100.0,percentageprice,0.01,,,CH1392182890,139218289,,,1170,CHF,,,576,3290,,,5.8734758929,1.4793349656,53389765193157,,,60641431481455,,false,,,,,,940,940,
74671735236166,1,simpleBond,0 Swissgrid AG 21-26,0 Swissgrid AG 21-26,113193129,CHF,5000.0,,Swissgrid,,P1Y,,,false,fixedinterest,false,2026-06-30,2024-06-30,1.1671232876,0.0,,,,,100.0,percentageprice,0.01,,,CH1131931292,113193129,,,2200,CHF,AA,,1,4,,,0.4650076176,1.1617211956,53389764593152,3,,60641431481455,,false,SGD25,,,,,930,930,8
59221196690586,1,simpleBond,0.65 Electricite de France SA 16-28,0.65 Electricite de France SA 16-28,34172586,CHF,5000.0,,EDF,,P1Y,,,false,fixedinterest,false,2028-10-13,2024-10-13,3.414273769,0.65,,,,,100.0,percentageprice,0.01,,,CH0341725866,34172586,,,2200,CHF,BBB,,369,4,,,0.5618916768,3.3951964428,53389765193157,3,,60641431481455,,false,EDF161,,,,,940,940,8
82327503063463,1,simpleBond,1.375 Kanton Basel-Landschaft 14-34,1.375 Kanton Basel-Landschaft 14-34,25290376,CHF,5000.0,,Kt Basel-Landschaft,,P1Y,,,false,fixedinterest,false,2034-09-29,2024-09-29,8.8501583467,1.375,,,,,100.0,percentageprice,0.01,,,CH0252903767,25290376,,,1150,CHF,AAA,,1,4,,,0.6181329219,8.7957886811,53389764593152,3,,60641431481455,,false,BL142,,,,,930,930,8
78091415764113,1,simpleBond,5.5 Korea Electric Power Corp 22-28,5.5 Korea Electric Power Corp 22-28,122184498,USD,1000.0,,KEPCO,,P6M,,,false,fixedinterest,false,2028-04-06,2025-04-06,2.7430425369,5.5,,,,,100.0,percentageprice,0.01,,,USY4907LAF95,122184498,,,2200,USD,AA,,248,186,,,4.4494684813,2.6261909962,54055068979593,,,60641431481455,,false,,,,,,950,950,
78144150544011,1,simpleBond,3.2 Kreditanstalt Wiederaufbau KFW 16-26,3.2 Kreditanstalt Wiederaufbau KFW 16-26,31825645,AUD,1000.0,,Kred Wiederaufbau,,P6M,,,false,fixedinterest,false,2026-09-11,2025-03-11,1.3435616947,3.2,,,,,100.0,percentageprice,0.01,,,AU000KFWHAE5,31825645,,,1900,AUD,AAA,,44,186,,,3.5696395093,1.2972543895,54055070079674,3,,60641431481455,,false,,,,,,930,930,8
80858144588685,1,simpleBond,3.95 BMW US Capital LLC 18-28,3.95 BMW US Capital LLC 18-28,43150224,USD,1000.0,,BMW US Capital,,P6M,,,false,fixedinterest,false,2028-08-14,2025-02-14,3.0897341311,3.95,,,,,100.0,percentageprice,0.01,,,USU09513HS13,43150224,,,1900,USD,A,,333,186,,,4.5798339611,2.9544263115,54055068979593,,,60641431481455,,false,BAMX4664888,,,,,920,920,
77817267794471,1,simpleBond,0.125 Walliser Kantonalbank 21-33,0.125 Walliser Kantonalbank 21-33,112905379,CHF,5000.0,,Walliser KB,,P1Y,,,false,fixedinterest,false,2033-09-15,2024-09-15,8.3280845241,0.125,,,,,100.0,percentageprice,0.01,,,CH1129053794,112905379,,,1900,CHF,AA,,1,4,,,0.9420046803,8.2503656931,53389764593152,3,,60641431481455,,false,WKB211,,,,,930,930,8
69772058084424,2,simpleBond,0.01 DZ HYP AG 19-27,0.01 DZ HYP AG 19-27,50123068,EUR,1000.0,,DZ HYP,,P1Y,,,false,fixedinterest,false,2027-01-15,2025-01-15,1.7122267213,0.01,,,,,100.0,percentageprice,0.01,,,DE000A2TSDW4,50123068,,,1170,EUR,AAA,,44,186,,,2.0663760578,1.6775619822,54055068579565,,,60641431481455,,false,,,,,,920,920,
82239986891044,2,simpleBond,1.55 Pfandbriefzentrale KB S. 587 24-39,1.55 Pfandbriefzentrale KB S. 587 24-39,131996842,CHF,5000.0,,Pfandbriefzentr,,P1Y,,,false,fixedinterest,false,2039-04-05,2025-04-05,12.6862951612,1.55,,,,,100.0,percentageprice,0.01,,,CH1319968421,131996842,,,1170,CHF,AAA,,1,4,,,0.9090911893,12.5720041789,53389764593152,3,,60641431481455,,false,PZ587,,,,,920,920,8
83286135367848,1,simpleBond,3.5 Swisscom Finance B.V. 24-28,3.5 Swisscom Finance B.V. 24-28,135526629,EUR,1000.0,,Swisscom Fin,,P1Y,,,false,fixedinterest,false,2028-08-29,2024-08-29,3.1397319303,3.5,,,,,100.0,percentageprice,0.01,,,XS2827694170,135526629,,,1900,EUR,A-,,730,186,,,2.5626282899,3.0612826355,54055068579565,,,60641431481455,,false,,,,,,920,920,
83390569202975,1,simpleBond,3.125 Deutsche Bahn Finance GmbH 13-26,3.125 Deutsche Bahn Finance GmbH 13-26,21917289,GBP,1000.0,,DeutschBahnFin,,P1Y,,,false,fixedinterest,false,2026-07-24,2024-07-24,1.202308571,3.125,,,,,100.0,percentageprice,0.01,,,XS0954706023,21917289,,,1900,GBP,AA-,,44,186,,,4.0556540633,1.155447613,54055069379617,3,,60641431481455,,false,,,,,,930,930,8
81091150779467,1,simpleBond,2.6025 LB Baden-Württemberg 23-28,2.6025 LB Baden-Württemberg 23-28,129448633,CHF,100000.0,,Ldbk Baden-Wuertt,,P1Y,,,false,fixedinterest,false,2028-10-04,2024-10-04,3.2831665138,2.6025,,,,,100.0,percentageprice,0.01,,,CH1294486332,129448633,,,1900,CHF,A,,44,4,,,1.0202753897,3.2500074873,53389765193157,,,60641431481455,,false,LWC23,,,,,920,920,
80194095975030,1,simpleBond,0.9 Province of British Columbia 21-26,0.9 Province of British Columbia 21-26,112674139,USD,1000.0,,Brit Columbia,,P6M,,,false,fixedinterest,false,2026-07-20,2025-01-20,1.2153452113,0.9,,,,,100.0,percentageprice,0.01,,,US110709AH51,112674139,,,1150,USD,A+,,184,186,,,3.9485801244,1.1691792325,54055068979593,3,,60641431481455,,false,,,,,,940,940,8
79276206402693,1,simpleBond,3.057 The Walt Disney Company 20-27,3.057 The Walt Disney Company 20-27,53946777,CAD,1000.0,,The Walt Disney,,P6M,,,false,fixedinterest,false,2027-03-30,2025-03-30,1.8701499243,3.057,,,,,100.0,percentageprice,0.01,,,CA254687FU53,53946777,,,1600,CAD,A,,333,14,,,3.500880258,1.8068927719,54055070079674,,,60641431481455,,false,,,,,,930,930,
85558187486100,1,simpleBond,5.375 Eastern Power Networks PLC 24-39,5.375 Eastern Power Networks PLC 24-39,138681755,GBP,1000.0,,East Power Net,,P1Y,,,false,fixedinterest,false,2039-10-02,2024-10-02,9.9846059752,5.375,,,,,100.0,percentageprice,0.01,,,XS2911000235,138681755,,,2200,GBP,A-,,402,186,,,5.8411528247,9.433576363,54055069379617,,,60641431481455,,false,,,,,,940,940,
69108865295086,2101,floater,var Muenchener Hypothekenbank eG 2019-ff,var Muenchener Hypothekenbank eG 2019-ff,50823659,CHF,50000.0,,Muenchener Hypo,,P1Y,,,false,variableinterestrate,,,2024-06-02,0.0904109589,3.125,,,,,,,,,,CH0508236590,50823659,,,1900,CHF,,,44,4,,,,,53389765193157,,,60641431481455,,false,MUN195,,,,,920,920,
72771064427271,1,simpleBond,2.25 Volkswagen Financial Services 19-27,2.25 Volkswagen Financial Services 19-27,47120968,EUR,1000.0,,Volkswag Fin Svcs,,P1Y,,,false,fixedinterest,false,2027-10-01,2024-10-01,2.3559812158,2.25,,,,,100.0,percentageprice,0.01,,,XS1972547696,47120968,,,1900,EUR,BBB+,,44,186,,,2.6440618223,2.2952922692,54055068579565,3,,60641431481455,,false,,,,,,940,940,8
77877664927577,1,simpleBond,2 Roche Kapitalmarkt AG 22-32,2 Roche Kapitalmarkt AG 22-32,121171323,CHF,5000.0,,Roche Kapitalmarkt,,P1Y,,,false,fixedinterest,false,2032-09-23,2024-09-23,6.8974030706,2.0,,,,,100.0,percentageprice,0.01,,,CH1211713230,121171323,,,1900,CHF,AA,,1,4,,,0.7712683673,6.8446127377,53389764593152,,,60641431481455,,false,ROK225,,,,,930,930,
82482157043162,1,simpleBond,1.6 Luzerner Kantonalbank AG 24-44,1.6 Luzerner Kantonalbank AG 24-44,127470314,CHF,5000.0,,Luzerner KB,,P1Y,,,false,fixedinterest,false,2044-03-08,2025-03-08,16.5261718188,1.6,,,,,100.0,percentageprice,0.01,,,CH1274703144,127470314,,,1900,CHF,AA,,1,4,,,1.0284492832,16.3579387154,53389764593152,3,,60641431481455,,false,LUK241,,,,,930,930,8
67491741161565,1,simpleBond,0.4 Partners Group Holding AG 19-27,0.4 Partners Group Holding AG 19-27,41904128,CHF,5000.0,,Part Grp Hldg,,P1Y,,,false,fixedinterest,false,2027-06-21,2024-06-21,2.1297025386,0.4,,,,,100.0,percentageprice,0.01,,,CH0419041287,41904128,,,1900,CHF,A,,1,4,,,0.5412080603,2.1182384613,53389764593152,3,,60641431481455,,false,PAR191,,,,,920,920,8
63440198959059,1,simpleBond,1.125 Mondelez Intl 15-25,1.125 Mondelez Intl 15-25,27475883,CHF,5000.0,,Mondelez Intl,,P1Y,,,false,fixedinterest,false,2025-12-30,2024-12-30,0.6666666666,1.125,,,,,100.0,percentageprice,0.01,,,CH0274758835,27475883,,,1700,CHF,No Rating,,333,4,,,0.6712229675,0.6622216826,53389765193157,,,60641431481455,,false,MON152,,,,,930,930,
55266459506541,2,simpleBond,0.5 Pfandbriefzentrale KB S.467 15-25,0.5 Pfandbriefzentrale KB S.467 15-25,28828638,CHF,5000.0,,Pfandbriefzentr,,P1Y,,,false,fixedinterest,false,2025-07-28,2024-07-28,0.2444444444,0.5,,,,,100.0,percentageprice,0.01,,,CH0288286385,28828638,,,1170,CHF,No Rating,,1,4,,,0.2945231747,0.243726613,53389764593152,3,,60641431481455,,false,PZ467,,,,,920,920,8
62602901253616,1,simpleBond,1 Teva Pharma Finance NL IV 16-25,1 Teva Pharma Finance NL IV 16-25,33382750,CHF,5000.0,,Teva Pharm IV,,P1Y,,,false,fixedinterest,false,2025-07-28,2024-07-28,0.2444444444,1.0,,,,,100.0,percentageprice,0.01,,,CH0333827506,33382750,,,1900,CHF,No Rating,,730,4,,,4.9011712058,0.2330235607,53389765193157,,,60641431481455,,false,TEV162,,,,,930,930,
74246374666756,1,simpleBond,5.25 Republik Tuerkei 20-30,5.25 Republik Tuerkei 20-30,52491758,USD,1000.0,,Tuerkei,,P6M,,,false,fixedinterest,false,2030-03-13,2025-03-13,4.3053562998,5.25,,,,,100.0,percentageprice,0.01,,,US900123CY43,52491758,,,1150,USD,,,928,186,,,7.192875253,4.0164575208,54055068979593,,,60641431481455,,false,,,,,,950,950,
71475852673882,2,simpleBond,0 Pfandbriefzentrale KB S. 524 20-28,0 Pfandbriefzentrale KB S. 524 20-28,53689319,CHF,5000.0,,Pfandbriefzentr,,,,,false,fixedinterest,false,2028-06-21,,3.1452054794,0.0,,,,,100.0,percentageprice,0.01,,,CH0536893198,53689319,,,1170,CHF,AAA,,1,4,,,0.3232777898,3.1350704928,53389764593152,3,,60641431481455,,false,PZ524,,,,,920,920,8
85076115079399,1,simpleBond,6 JPMorgan Chase & Co 24-44,6 JPMorgan Chase & Co 24-44,139708153,USD,1000.0,,JPMorgan Chase,,P6M,,,false,fixedinterest,false,2044-11-18,2024-11-19,11.314596439,6.0,,,,,100.0,percentageprice,0.01,,,US48130CVA07,139708153,,,1900,USD,A,,333,622,,,6.3828399311,10.6357345285,54055068979593,,,60641431481455,,false,JPM5935454,,,,,930,930,
84296185529499,1,simpleBond,0.85 Verizon Communications Inc 20-25,0.85 Verizon Communications Inc 20-25,58226600,USD,1000.0,,Verizon Comm,,P6M,,,false,fixedinterest,false,2025-11-20,2024-11-20,0.5534008899,0.85,,,,,100.0,percentageprice,0.01,,,US92343VFS88,58226600,,,2100,USD,BBB+,,333,186,,,4.586760492,0.5291309218,54055068979593,,,60641431481455,,false,VZ5078182,,,,,940,940,
83146607185069,1,simpleBond,2.1486 Australian Gas Networks Ltd 21-28,2.1486 Australian Gas Networks Ltd 21-28,111271401,AUD,10000.0,,Australian Gas,,P6M,,,false,fixedinterest,false,2028-04-28,2025-04-28,2.9154312134,2.1486,,,,,100.0,percentageprice,0.01,,,AU3CB0279891,111271401,,,1300,AUD,A-,,88,186,,,4.5196682477,2.7893613348,54055070079674,,,60641431481455,,false,,,,,,940,940,
77652971272909,2101,floater,var RWE 15-75,var RWE 15-75,29045316,USD,2000.0,,RWE,,P1Y,,,false,variableinterestrate,,2075-07-30,2025-03-30,14.301691715,6.625,,,,,100.0,percentageprice,0.01,,,XS1254119750,29045316,,,2200,USD,No Rating,,44,186,,,,,54055068979593,,,60641431481455,,false,RWEO4272713,,,,,940,940,
83707863046773,1,simpleBond,1 EIB 16-32,1 EIB 16-32,32699394,EUR,1000.0,,EIB,,P1Y,,,false,fixedinterest,false,2032-04-14,2025-04-14,6.7436273423,1.0,,,,,100.0,percentageprice,0.01,,,XS1422953932,32699394,,,1150,EUR,AAA,,576,186,,,2.5627168205,6.5751254953,54055068579565,3,,60641431481455,,false,,,,,,920,920,8
75249909059608,1,simpleBond,1 JAB Holdings B.V. 21-31,1 JAB Holdings B.V. 21-31,112574567,EUR,100000.0,,JAB Holdings,,P1Y,,,false,fixedinterest,false,2031-07-14,2024-07-14,5.9824242566,1.0,,,,,100.0,percentageprice,0.01,,,DE000A3KPTG6,112574567,,,1900,EUR,BBB,,730,186,,,3.4272966055,5.7841831441,54055068579565,,,60641431481455,,false,,,,,,940,940,
81342210426965,1,simpleBond,2.035 UBS Switzerland AG 23-33,2.035 UBS Switzerland AG 23-33,130027772,CHF,5000.0,,UBS Switzerland,,P1Y,,,false,fixedinterest,false,2033-10-18,2024-10-18,7.820093851,2.035,,,,,100.0,percentageprice,0.01,,,CH1300277725,130027772,,,1900,CHF,AAA,,1,4,,,0.8603565465,7.7533870777,53389764593152,,,60641431481455,,false,UCH231,,,,,930,930,
81515717517625,1,simpleBond,2.3 Bell Food Group AG 23-26,2.3 Bell Food Group AG 23-26,130027786,CHF,5000.0,,Bell Food Gr,,P1Y,,,false,fixedinterest,false,2026-10-15,2024-10-15,1.4362477836,2.3,,,,,100.0,percentageprice,0.01,,,CH1300277865,130027786,,,1700,CHF,BBB,,1,4,,,0.4512038616,1.4297964867,53389764593152,,,60641431481455,,false,BEL23,,,,,920,920,
86005535912402,2,simpleBond,1 Pfandbriefzentrale KB S. 602 25-43,1 Pfandbriefzentrale KB S. 602 25-43,140547212,CHF,5000.0,,Pfandbriefzentr,,P1Y,,,false,fixedinterest,false,2043-02-06,2025-02-14,16.3394848278,1.0,,,,,100.0,percentageprice,0.01,,,CH1405472122,140547212,,,1170,CHF,AAA,,1,186,,,0.9283473882,16.1891928785,53389764593152,3,,60641431481455,,false,PZ602,,,,,920,920,8
82776267923717,1,simpleBond,1.75 Unibail-Rodamco-Westfield SE 19-49,1.75 Unibail-Rodamco-Westfield SE 19-49,48704770,EUR,100000.0,,URW,,P1Y,,,false,fixedinterest,false,2049-07-01,2024-07-01,17.8370855853,1.75,,,,,100.0,percentageprice,0.01,,,FR0013431715,48704770,,,2300,EUR,BBB+,,369,186,,,4.6572474727,17.0433352836,54055068579565,,,60641431481455,,false,,,,,,920,920,
81280310995919,1,simpleBond,0 Italienische Republik 16-67,0 Italienische Republik 16-67,36780651,EUR,0.01,,Italien,,,,,false,fixedinterest,false,2067-03-01,,41.8630136986,0.0,,,,,100.0,percentageprice,0.01,,,IT0005248262,36780651,,,1150,EUR,,,525,3173,,,4.9131203246,39.902553245,54055068579565,3,,60641431481455,,false,,,,,,930,930,8
77230186483171,1,simpleBond,2.2 Apple Inc 19-29,2.2 Apple Inc 19-29,49897142,USD,1000.0,,Apple,,P6M,,,false,fixedinterest,false,2029-09-11,2025-03-11,4.163716691,2.2,,,,,100.0,percentageprice,0.01,,,US037833DP29,49897142,,,2000,USD,AA+,,333,186,,,4.0347332124,4.0022371014,54055068979593,,,60641431481455,,false,AAPL4880747,,,,,940,940,
64287231555246,1,simpleBond,0.75 Coop-Gruppe Genossenschaft 18-25,0.75 Coop-Gruppe Genossenschaft 18-25,37347680,CHF,5000.0,,Coop-Gruppe Gen,,P1Y,,,false,fixedinterest,false,2025-06-06,2024-06-06,0.1,0.75,,,,,100.0,percentageprice,0.01,,,CH0373476800,37347680,,,1600,CHF,No Rating,,1,4,,,0.7474738316,0.0992580718,53389764593152,3,,60641431481455,,false,COP18,,,,,940,940,8
79027874499563,1,simpleBond,2.2025 Toronto Dominion Bank 23-28,2.2025 Toronto Dominion Bank 23-28,124393355,CHF,5000.0,,Toronto Dominion Bk,,P1Y,,,false,fixedinterest,false,2028-01-31,2025-01-31,2.6873307456,2.2025,,,,,100.0,percentageprice,0.01,,,CH1243933558,124393355,,,1900,CHF,A,,184,4,,,0.6916921012,2.66887038,53389765193157,3,,60641431481455,,false,TDB23,,,,,920,920,8
